"OPORTUNIDADE_ID";"CODIGO_OPORTUNIDADE";"DS_CONTRATO_BENNER";"TP_STATUS";"NM_VERTICAL";"NM_REGIONAL";"DT_CRIACAO";"DT_FECHAMENTO";"DT_ESTIM_FECHAMENTO";"DS_PORTE";"DS_TIPO";"NM_RAZAO_SOCIAL";"NR_CNPJ";"NM_DONO";"NM_SPONSOR";"NM_PARCEIRO";"DS_CLASSIFICACAO";"CD_ITEM_OPORTUNIDADE";"DS_ITEM";"NM_VERTICAL_ITEM";"NR_QUANTIDADE";"NR_PRECO_UNITARIO";"NR_PRECO_TOTAL";"NR_DESCONTO";"NR_PRECO_TOTAL_DESCONTO";"DT_MODIFICACAO_ITEM";"DT_INSERT";"TP_VENDA";"TP_SERVICO";"DS_PRIMEIRA_PARCELA";"NR_QUANTIDADE"
"0065f00000NI2JvAAL";Brasil-PR-2023-00083817;FQF/00024179/2024;Ganha;"Conecte-se;Flowti;Serviços Técnicos;UniMV;Hospitalar";Sul;2023-09-26 00:00:00.000;2024-01-26 00:00:00.000;2024-01-26 00:00:00.000;Médio;Privada;Hospital Paranaense De Otorrinolaringologia Ltda;"85514370000108";Magnes Silverio de Campos;César Augusto de Oliveira Paim;;Cliente Novo;"00k5f00001BBEZKAA5";Cloud Broker - Serviços de Implementação;Flowti;1;6000;6000;0;6000;2024-07-29 00:00:00.000;2024-08-22 08:55:04.000;Contrato;Serviços;"01 dia útil";1
"0065f00000NIRx1AAH";Brasil-SP-2023-00084083;FQF/00023301/2024;Ganha;Conecte-se;Inside Sales;2023-10-04 00:00:00.000;2024-01-16 00:00:00.000;2024-01-16 00:00:00.000;Grande;Privada;Unimed de Santa Barbara d’ Oeste e Americana Participações S/A;"02441289000100";Thais Lourenco;Jonatas da Costa Arruda;;Venda na Base;"00k5f00001B4VDZAA3";Desenvolvimento - Integração Não Padrão;Conecte-se;1;6800;6800;0;6800;2024-07-29 00:00:00.000;2024-08-22 08:55:04.000;Contrato;Customização;"01 dia útil";1
"0065f00000NhnqJAAR";Brasil - RS-2023-50602;FQF/00024699/2024;Ganha;"Conecte-se;Serviços Técnicos;UniMV;Hospitalar";Sul;2023-09-08 00:00:00.000;2024-02-26 00:00:00.000;2024-02-26 00:00:00.000;;Privada;Unimed Nordeste RS Sociedade Coop De Serv Medicos Ltda;"87827689004602";Charles Andre Schimmock;Fabricio Dhein.;;Cliente Novo;"00k5f00001BJ3YnAAL";Manutenção - Integração NFSE Municipal;Conecte-se;12;600;7200;0;7200;2024-07-29 00:00:00.000;2024-08-22 08:55:04.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000NhnqJAAR";Brasil - RS-2023-50602;FQF/00024361/2024;Ganha;"Conecte-se;Serviços Técnicos;UniMV;Hospitalar";Sul;2023-09-08 00:00:00.000;2024-02-26 00:00:00.000;2024-02-26 00:00:00.000;;Privada;Unimed Nordeste RS Sociedade Coop De Serv Medicos Ltda;"87827689004602";Charles Andre Schimmock;Fabricio Dhein.;;Cliente Novo;"00k5f00001BJ3NyAAL";Serviços - Soul MV - Gestão Hospitalar;Serviços Técnicos;1;200000;200000;0;200000;2024-07-29 00:00:00.000;2024-08-22 08:55:04.000;Contrato;Serviços;"01 dia útil";1
"0065f00000NhnqJAAR";Brasil - RS-2023-50602;FQF/00024699/2024;Ganha;"Conecte-se;Serviços Técnicos;UniMV;Hospitalar";Sul;2023-09-08 00:00:00.000;2024-02-26 00:00:00.000;2024-02-26 00:00:00.000;;Privada;Unimed Nordeste RS Sociedade Coop De Serv Medicos Ltda;"87827689004602";Charles Andre Schimmock;Fabricio Dhein.;;Cliente Novo;"00k5f00001BJ3MSAA1";Manutenção - Soul MV - Gestão Hospitalar;Hospitalar;12;7800;93600;0;93600;2024-07-29 00:00:00.000;2024-08-22 08:55:04.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000NhnqJAAR";Brasil - RS-2023-50602;FQF/00024360/2024;Ganha;"Conecte-se;Serviços Técnicos;UniMV;Hospitalar";Sul;2023-09-08 00:00:00.000;2024-02-26 00:00:00.000;2024-02-26 00:00:00.000;;Privada;Unimed Nordeste RS Sociedade Coop De Serv Medicos Ltda;"87827689004602";Charles Andre Schimmock;Fabricio Dhein.;;Cliente Novo;"00k5f00001BJ3MRAA1";Licença de Uso - Soul MV - Gestão Hospitalar;Hospitalar;1;50000;50000;0;50000;2024-07-29 00:00:00.000;2024-08-22 08:55:04.000;Contrato;Licença de Uso;"01 dia útil";1
"0065f00000NhnqJAAR";Brasil - RS-2023-50602;FQF/00024362/2024;Ganha;"Conecte-se;Serviços Técnicos;UniMV;Hospitalar";Sul;2023-09-08 00:00:00.000;2024-02-26 00:00:00.000;2024-02-26 00:00:00.000;;Privada;Unimed Nordeste RS Sociedade Coop De Serv Medicos Ltda;"87827689004602";Charles Andre Schimmock;Fabricio Dhein.;;Cliente Novo;"00k5f00001BJ3YoAAL";Assinatura Universidade MV;UniMV;12;540;6480;0;6480;2024-07-29 00:00:00.000;2024-08-22 08:55:04.000;Contrato;Cursos e Treinamentos;"01 dia útil";12
"0065f00000Nho2QAAR";Brasil - PB-2023-52890;FQF/00023286/2024;Ganha;Conecte-se;Inside Sales;2023-09-08 00:00:00.000;2024-01-12 00:00:00.000;2024-01-12 00:00:00.000;Grande;Filantrópica;Fundacao Napoleao Laureano;"09112236000194";Bianca Carine Peixoto da Paz;Emmanuel Soares;;Crosseling;"00k5f0000182MtqAAE";Implantação - Integração LIS Web Service Padrão MV;Conecte-se;1;20000;20000;0;20000;2024-07-29 00:00:00.000;2024-08-22 08:55:04.000;Contrato;Consultoria;"01 dia útil";1
"0065f00000Nho2QAAR";Brasil - PB-2023-52890;FQF/00023288/2024;Ganha;Conecte-se;Inside Sales;2023-09-08 00:00:00.000;2024-01-12 00:00:00.000;2024-01-12 00:00:00.000;Grande;Filantrópica;Fundacao Napoleao Laureano;"09112236000194";Bianca Carine Peixoto da Paz;Emmanuel Soares;;Crosseling;"00k5f0000182MtrAAE";Manutenção - Integração LIS Web Service Padrão MV;Conecte-se;12;720;8640;0;8640;2024-07-29 00:00:00.000;2024-08-22 08:55:04.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000Nhq1DAAR";Brasil - RJ-2023-51792-1;FQF/00023313/2024;Ganha;Conecte-se;Inside Sales;2023-09-08 00:00:00.000;2024-01-25 00:00:00.000;2024-01-25 00:00:00.000;Micro empresa;Filantrópica;Conferencia Sao Jose Do Avai;"29640612000120";Thais Lourenco;Matheus Carvalho de Mattos;;Venda na Base;"00k5f00001B5xITAAZ";Manutenção - Integração Interfaceamento txt MV x LIS;Conecte-se;12;600;7200;0;7200;2024-07-29 00:00:00.000;2024-08-22 08:55:05.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000Nhq1DAAR";Brasil - RJ-2023-51792-1;FQV/00023312/2024;Ganha;Conecte-se;Inside Sales;2023-09-08 00:00:00.000;2024-01-25 00:00:00.000;2024-01-25 00:00:00.000;Micro empresa;Filantrópica;Conferencia Sao Jose Do Avai;"29640612000120";Thais Lourenco;Matheus Carvalho de Mattos;;Venda na Base;"00k5f00001B5xIUAAZ";Implantação - integração interfaceamento txt MV x LIS;Conecte-se;1;17340;17340;0;17340;2024-07-29 00:00:00.000;2024-08-22 08:55:05.000;Contrato;Consultoria;"01 dia útil";1
"0065f00000NhulFAAR";Brasil - GO-2023-51264;FQF/00023303/2024;Ganha;Conecte-se;Inside Sales;2023-09-08 00:00:00.000;2024-01-17 00:00:00.000;2024-01-17 00:00:00.000;Grande;Privada;Rtd Solucoes Em Imagem Ltda;"22142812000104";Bianca Carine Peixoto da Paz;Rafhaela Barbosa Martins de Sousa;;Crosseling;"00k5f00001AkXiQAAV";Manutenção - Integração RIS/PACS Web Service/HL7 Padrão MV com o RIS Clinux (Gênesis);Conecte-se;12;1600;19200;0;19200;2024-07-29 00:00:00.000;2024-08-22 08:55:05.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000NhulFAAR";Brasil - GO-2023-51264;FQV/00023302/2024;Ganha;Conecte-se;Inside Sales;2023-09-08 00:00:00.000;2024-01-17 00:00:00.000;2024-01-17 00:00:00.000;Grande;Privada;Rtd Solucoes Em Imagem Ltda;"22142812000104";Bianca Carine Peixoto da Paz;Rafhaela Barbosa Martins de Sousa;;Crosseling;"00k5f00001AkXiRAAV";Implantação - integração RIS/PACS Web Service/HL7 Padrão MV com o RIS Clinux (Gênesis);Conecte-se;1;20400;20400;0;20400;2024-07-29 00:00:00.000;2024-08-22 08:55:05.000;Contrato;Serviços;"01 dia útil";1
"0065f00000NhvygAAB";Brasil - RS-2023-49733-1;FQV/00023372/2024;Ganha;Conecte-se;Inside Sales;2023-09-08 00:00:00.000;2024-01-16 00:00:00.000;2024-01-16 00:00:00.000;Grande;Filantrópica;Irmandade Da Santa Casa De Caridade Alegrete;"87200929000142";Thais Lourenco;Cristiano Paiva Alves;;Venda na Base;"00k5f00001B6pfEAAR";Implantação - integração interfaceamento txt MV x LIS;Conecte-se;1;9600;9600;0;9600;2024-07-29 00:00:00.000;2024-08-22 08:55:05.000;Contrato;Consultoria;"01 dia útil";1
"0065f00000NhvygAAB";Brasil - RS-2023-49733-1;FQF/00023370/2024;Ganha;Conecte-se;Inside Sales;2023-09-08 00:00:00.000;2024-01-16 00:00:00.000;2024-01-16 00:00:00.000;Grande;Filantrópica;Irmandade Da Santa Casa De Caridade Alegrete;"87200929000142";Thais Lourenco;Cristiano Paiva Alves;;Venda na Base;"00k5f00001B6pfFAAR";Manutenção - Integração Interfaceamento txt MV x LIS;Conecte-se;12;416;4992;0;4992;2024-07-29 00:00:00.000;2024-08-22 08:55:05.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000Nhwc1AAB";Brasil - PE-2023-51679;FQF/00024407/2024;Ganha;Conecte-se;Inside Sales;2023-09-08 00:00:00.000;2024-02-29 00:00:00.000;2024-03-04 00:00:00.000;Grande;Privada;Unimed Caruaru Cooperativa De Trabalho Medico;"24449225000279";Bianca Carine Peixoto da Paz;Victor Gondim;;Crosseling;"00k5f00001B5wpiAAB";Manutenção - integração MV com Dispensário Eletrônico;Conecte-se;12;1200;14400;0;14400;2024-07-29 00:00:00.000;2024-08-22 08:55:05.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000Nhwc1AAB";Brasil - PE-2023-51679;FQF/00024409/2024;Ganha;Conecte-se;Inside Sales;2023-09-08 00:00:00.000;2024-02-29 00:00:00.000;2024-03-04 00:00:00.000;Grande;Privada;Unimed Caruaru Cooperativa De Trabalho Medico;"24449225000279";Bianca Carine Peixoto da Paz;Victor Gondim;;Crosseling;"00k5f00001B5wpjAAB";Implantação - integração MV com Dispensário Eletrônico;Conecte-se;1;20400;20400;0;20400;2024-07-29 00:00:00.000;2024-08-22 08:55:05.000;Contrato;Serviços;"01 dia útil";1
"0065f00000Ni1MUAAZ";Brasil - RS-2022-44499;FQV/00023308/2024;Ganha;Conecte-se;Sul;2023-09-08 00:00:00.000;2024-01-21 00:00:00.000;2024-01-21 00:00:00.000;Grande;Filantrópica;Associacao Congregacao De Santa Catarina -Hospital Regina;"91681361000368";Viviane Stricker Brum;Eduardo Moura;;Crosseling;"00k5f00001BAVCxAAP";Implantação - Integração LIS Web Service Padrão MV;Conecte-se;1;20400;20400;0;20400;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Consultoria;"01 dia útil";1
"0065f00000Ni1MUAAZ";Brasil - RS-2022-44499;FQF/00023309/2024;Ganha;Conecte-se;Sul;2023-09-08 00:00:00.000;2024-01-21 00:00:00.000;2024-01-21 00:00:00.000;Grande;Filantrópica;Associacao Congregacao De Santa Catarina -Hospital Regina;"91681361000368";Viviane Stricker Brum;Eduardo Moura;;Crosseling;"00k5f00001BAVCyAAP";Manutenção - Integração Interfaceamento txt MV x LIS;Conecte-se;12;900;10800;0;10800;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000Ni3FEAAZ";Brasil - SP-2023-49681;FQF/00023347/2024;Ganha;Conecte-se;Inside Sales;2023-09-08 00:00:00.000;2024-01-26 00:00:00.000;2024-01-26 00:00:00.000;Grande;Filantrópica;Hospital De Caridade Sao Vicente De Paulo;"50944198000130";Thais Lourenco;Thiago Silva;;Crosseling;"00k5f000016exnCAAQ";Manutenção UTI.ON;Conecte-se;11;7100;78100;0;78100;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Manutenção;"01 dia útil";11
"0065f00000Ni3FEAAZ";Brasil - SP-2023-49681;FQF/00023348/2024;Ganha;Conecte-se;Inside Sales;2023-09-08 00:00:00.000;2024-01-26 00:00:00.000;2024-01-26 00:00:00.000;Grande;Filantrópica;Hospital De Caridade Sao Vicente De Paulo;"50944198000130";Thais Lourenco;Thiago Silva;;Crosseling;"00k5f00001AjEohAAF";Implantação - UTI.ON;Conecte-se;1;41380;41380;0;41380;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Consultoria;"01 dia útil";1
"0065f00000Ni3FEAAZ";Brasil - SP-2023-49681;FQF/00023347/2024;Ganha;Conecte-se;Inside Sales;2023-09-08 00:00:00.000;2024-01-26 00:00:00.000;2024-01-26 00:00:00.000;Grande;Filantrópica;Hospital De Caridade Sao Vicente De Paulo;"50944198000130";Thais Lourenco;Thiago Silva;;Crosseling;"00k5f00001BBVj8AAH";Manutenção UTI.ON;Conecte-se;1;5559;5559;0;5559;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Manutenção;;1
"0065f00000Ni606AAB";Brasil - RS-2023-48987;FQF/00024369/2024;Ganha;Conecte-se;Inside Sales;2023-09-08 00:00:00.000;2024-02-09 00:00:00.000;2024-02-09 00:00:00.000;Médio;Pública;Hospital Beneficente Dr Cesar Santos;"92032226000192";Thais Lourenco;Lidiane Graciolli;;Crosseling;"00k5f00001B5W7XAAV";Manutenção - Integração Interfaceamento txt MV x LIS;Conecte-se;12;900;10800;0;10800;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000Ni606AAB";Brasil - RS-2023-48987;FQV/00024368/2024;Ganha;Conecte-se;Inside Sales;2023-09-08 00:00:00.000;2024-02-09 00:00:00.000;2024-02-09 00:00:00.000;Médio;Pública;Hospital Beneficente Dr Cesar Santos;"92032226000192";Thais Lourenco;Lidiane Graciolli;;Crosseling;"00k5f00001B5W7YAAV";Implantação - integração interfaceamento txt MV x LIS;Conecte-se;1;20400;20400;0;20400;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Consultoria;"01 dia útil";1
"0065f00000Ni8pyAAB";Brasil - SP-2023-51962;FQF/00024484/2024;Ganha;"CeosGO;Conecte-se;GIF;Plano de Saúde;Hospitalar";São Paulo;2023-09-08 00:00:00.000;2024-02-29 00:00:00.000;2024-02-29 00:00:00.000;Pequeno;Privada;Unimed Sudoeste Paulista Cooperativa de Trabalho Médico;"66916305000156";Alexandre Erik Cavalcanti Maranhao Costa;Rodney Abud;;Cliente Novo;"00k5f00001BK6rcAAD";Manutenção - Integração Não Padrão;Conecte-se;12;600;7200;0;7200;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000Ni8pyAAB";Brasil - SP-2023-51962;FQF/00024484/2024;Ganha;"CeosGO;Conecte-se;GIF;Plano de Saúde;Hospitalar";São Paulo;2023-09-08 00:00:00.000;2024-02-29 00:00:00.000;2024-02-29 00:00:00.000;Pequeno;Privada;Unimed Sudoeste Paulista Cooperativa de Trabalho Médico;"66916305000156";Alexandre Erik Cavalcanti Maranhao Costa;Rodney Abud;;Cliente Novo;"00k5f00001BK6rdAAD";Manutenção - Go Dash;CeosGO;12;1432;17184;0;17184;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000Ni8pyAAB";Brasil - SP-2023-51962;FQF/00024485/2024;Ganha;"CeosGO;Conecte-se;GIF;Plano de Saúde;Hospitalar";São Paulo;2023-09-08 00:00:00.000;2024-02-29 00:00:00.000;2024-02-29 00:00:00.000;Pequeno;Privada;Unimed Sudoeste Paulista Cooperativa de Trabalho Médico;"66916305000156";Alexandre Erik Cavalcanti Maranhao Costa;Rodney Abud;;Cliente Novo;"00k5f00001BK6reAAD";Manutenção - Go Strategy;CeosGO;12;1368;16416;0;16416;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000Ni8pyAAB";Brasil - SP-2023-51962;FQF/00024485/2024;Ganha;"CeosGO;Conecte-se;GIF;Plano de Saúde;Hospitalar";São Paulo;2023-09-08 00:00:00.000;2024-02-29 00:00:00.000;2024-02-29 00:00:00.000;Pequeno;Privada;Unimed Sudoeste Paulista Cooperativa de Trabalho Médico;"66916305000156";Alexandre Erik Cavalcanti Maranhao Costa;Rodney Abud;;Cliente Novo;"00k5f00001BK6rfAAD";GIF - Manutenção - Médio Porte;GIF;12;1500;18000;0;18000;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000Ni8pyAAB";Brasil - SP-2023-51962;FQF/00024484/2024;Ganha;"CeosGO;Conecte-se;GIF;Plano de Saúde;Hospitalar";São Paulo;2023-09-08 00:00:00.000;2024-02-29 00:00:00.000;2024-02-29 00:00:00.000;Pequeno;Privada;Unimed Sudoeste Paulista Cooperativa de Trabalho Médico;"66916305000156";Alexandre Erik Cavalcanti Maranhao Costa;Rodney Abud;;Cliente Novo;"00k5f00001BK6rgAAD";Manutenção - Soul MV - Home Care;Hospitalar;12;7200;86400;0;86400;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000Ni8pyAAB";Brasil - SP-2023-51962;FQF/00024485/2024;Ganha;"CeosGO;Conecte-se;GIF;Plano de Saúde;Hospitalar";São Paulo;2023-09-08 00:00:00.000;2024-02-29 00:00:00.000;2024-02-29 00:00:00.000;Pequeno;Privada;Unimed Sudoeste Paulista Cooperativa de Trabalho Médico;"66916305000156";Alexandre Erik Cavalcanti Maranhao Costa;Rodney Abud;;Cliente Novo;"00k5f00001BK6rhAAD";Manutenção - Soul MV Saúde;Plano de Saúde;12;7000;84000;0;84000;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000Ni8pyAAB";Brasil - SP-2023-51962;FQF/00024483/2024;Ganha;"CeosGO;Conecte-se;GIF;Plano de Saúde;Hospitalar";São Paulo;2023-09-08 00:00:00.000;2024-02-29 00:00:00.000;2024-02-29 00:00:00.000;Pequeno;Privada;Unimed Sudoeste Paulista Cooperativa de Trabalho Médico;"66916305000156";Alexandre Erik Cavalcanti Maranhao Costa;Rodney Abud;;Cliente Novo;"00k5f00001BK6w5AAD";GIF - Implantação;GIF;1;3600;3600;0;3600;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Consultoria;"01 dia útil";1
"0065f00000Ni8pyAAB";Brasil - SP-2023-51962;FQF/00024482/2024;Ganha;"CeosGO;Conecte-se;GIF;Plano de Saúde;Hospitalar";São Paulo;2023-09-08 00:00:00.000;2024-02-29 00:00:00.000;2024-02-29 00:00:00.000;Pequeno;Privada;Unimed Sudoeste Paulista Cooperativa de Trabalho Médico;"66916305000156";Alexandre Erik Cavalcanti Maranhao Costa;Rodney Abud;;Cliente Novo;"00k5f00001BK6w6AAD";Consultoria/Implantação;Hospitalar;1;224000;224000;0;224000;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Consultoria;"01 dia útil";1
"0065f00000Ni8pyAAB";Brasil - SP-2023-51962;FQF/00024483/2024;Ganha;"CeosGO;Conecte-se;GIF;Plano de Saúde;Hospitalar";São Paulo;2023-09-08 00:00:00.000;2024-02-29 00:00:00.000;2024-02-29 00:00:00.000;Pequeno;Privada;Unimed Sudoeste Paulista Cooperativa de Trabalho Médico;"66916305000156";Alexandre Erik Cavalcanti Maranhao Costa;Rodney Abud;;Cliente Novo;"00k5f00001BK6w7AAD";Consultoria/ Implantação;CeosGO;1;12960;12960;0;12960;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Serviços;"01 dia útil";1
